genome_assembly_id	identifier	isolation_provider_name	email	submitting_organization	department	street	city	state/province	postal_code	country	sample_name	organism	strain	collection_date	geo_loc_name	isolation_source	host	lineage	isolate	id_method	sample_type	isolation_acquisition_id	ncbi_taxonomy_id	contact_name	clinical/environmental	gisaid_accession	gisaid_virus_name	biomaterial_provider	disease	host_taxid
GCA_009858895.3	SAMN13922059	Yan-Mei Chen	-	Fudan University	Shanghai Public Health Clinical Center & School of Public Health	-	-	-	-	-	Human-BALF	Severe_acute_respiratory_syndrome_coronavirus_2	isolate_Wuhan_Hu_1	1/2/20	China: Wuhan	human lung metagenome	Homo sapiens	-	-	-	-	-	433733	-	-	-	-	-	-	9606
