README Summary for Data Dictionary V1.2					
"- In 'data_files' column: '*' implies all files in that data set category from Mazumder, Pond, and Crandall Labs."					
					
Summary of V1.2 Changes in Property Definition List:					
Term	Action 	Affected Datasets 			
					
					
					
					
					
					
					
					
					
					
					
					
					
					
